epoch,dice_coefficient,iou_coefficient,learning_rate,loss,val_dice_coefficient,val_iou_coefficient,val_loss
33,0.8567813038825989,0.7519864439964294,0.0010000000474974513,0.00806507095694542,0.7912900447845459,0.6634270548820496,0.01577313244342804
34,0.8509547114372253,0.7434471845626831,0.0010000000474974513,0.007960444316267967,0.812187135219574,0.6906726360321045,0.011986489407718182
35,0.8513835668563843,0.7444486618041992,0.0010000000474974513,0.008172711357474327,0.8137768507003784,0.6916478276252747,0.01303368341177702
36,0.8581322431564331,0.7543394565582275,0.0010000000474974513,0.007828844711184502,0.7288806438446045,0.5802801847457886,0.017242513597011566
37,0.8673474788665771,0.7682228684425354,0.0005000000237487257,0.007118090987205505,0.8426342606544495,0.732724666595459,0.01063221413642168
38,0.8705165386199951,0.7729930281639099,0.0005000000237487257,0.007045134902000427,0.8267573118209839,0.7112640738487244,0.013211945071816444
39,0.8723209500312805,0.7757919430732727,0.0005000000237487257,0.006887602154165506,0.8352587819099426,0.721787691116333,0.010132317431271076
40,0.8778145909309387,0.784400999546051,0.0005000000237487257,0.006652485113590956,0.8288145065307617,0.7170132994651794,0.012793198227882385
41,0.8718230128288269,0.7750094532966614,0.0005000000237487257,0.0067603327333927155,0.8374779224395752,0.7246816158294678,0.01185661181807518
42,0.8759070634841919,0.7811294794082642,0.0005000000237487257,0.006602776702493429,0.8358814716339111,0.7231317758560181,0.011354089714586735
43,0.8798508048057556,0.7876951098442078,0.0005000000237487257,0.006452233996242285,0.8353497385978699,0.7238571047782898,0.012727297842502594
44,0.8796201944351196,0.7871607542037964,0.0005000000237487257,0.006302609574049711,0.8347785472869873,0.7220860123634338,0.01332196407020092
45,0.878955066204071,0.7863444685935974,0.0005000000237487257,0.006446806713938713,0.8093315958976746,0.6869552731513977,0.016102874651551247
46,0.8836415410041809,0.7932100892066956,0.0005000000237487257,0.006089525762945414,0.8479267954826355,0.7408905029296875,0.011231275275349617
47,0.8813796639442444,0.7896745800971985,0.0005000000237487257,0.006173374596983194,0.8289477825164795,0.7150565385818481,0.012685875408351421
48,0.8832088112831116,0.7925140857696533,0.0005000000237487257,0.00612688809633255,0.8527206182479858,0.7466030716896057,0.010732496157288551
49,0.8866974115371704,0.797953188419342,0.0005000000237487257,0.006087007932364941,0.8450871706008911,0.736017107963562,0.0129637960344553
